11,us-east1,"Moncks Corner, South Carolina",t,33.8361,-81.1637
14,us-east4,"Ashburn, Virginia",t,38.8334,-77.2365
15,us-east5,"Columbus, Ohio",t,39.9622,-83.0006
21,us-west1,"The Dalles, Oregon",t,43.8041,-120.5542
22,us-west2,"Los Angeles, California",t,34.0522,-118.2437
23,us-west3,"Salt Lake City, Utah",t,40.7608,-111.8910
24,us-west4,"Las Vegas, Nevada",t,36.1699,-115.1398
31,us-central1,"Council Bluffs, Iowa",t,41.8780,-93.0977
41,us-south1,"Dallas, Texas",t,32.7792,-96.8089
51,northamerica-northeast1,"Montréal, Québec",f,45.5017,-73.5673
52,northamerica-northeast2,"Toronto, Ontario",f,43.7417,-79.3733
71,southamerica-east1,"Osasco, Brazil",f,-23.5505,-46.6333
81,southamerica-west1,"Santiago, Chile",f,-33.45,-70.6667
111,europe-west1,"St. Ghislain, Belgium",t,50.5039,4.4699
112,europe-west2,"London, England",t,51.5074,-0.1278
113,europe-west3,"Frankfurt, Germany",t,50.1109,8.6821
114,europe-west4,"Eemshaven, Netherlands",t,52.1326,5.2913
116,europe-west6,"Zurich, Switzerland",t,47.3769,8.5417
118,europe-west8,"Milan, Italy",t,45.4669,9.19
119,europe-west9,"Paris, France",t,48.8566,2.3522
120,europe-west10,"Berlin, Germany",t,52.5200,13.4050
122,europe-west12,"Turin, Italy",f,45.0703,7.6869
131,europe-north1,"Hamina, Finland",t,60.5693,27.1878
141,europe-southwest1,"Madrid, Spain",t,40.4167,-3.7025
152,europe-central2,"Warsaw, Poland",t,52.2297,21.0122
171,australia-southeast1,"Sydney, Australia",f,-33.8688,151.2093
172,australia-southeast2,"Melbourne, Australia",f,-37.8136,144.9631
211,asia-east1,"Changhua County, Taiwan",f,23.69781,120.960515
212,asia-east2,"Hong Kong, Hong Kong",f,22.396428,114.109497
221,asia-northeast1,"Tokyo, Japan",f,35.6762,139.6503
222,asia-northeast2,"Osaka, Japan",f,34.6937,135.5023
223,asia-northeast3,"Seoul, South Korea",f,37.5665,126.9780
241,asia-south1,"Mumbai, India",f,19.0760,72.8777
242,asia-south2,"Delhi, India",f,28.7041,77.1025
251,asia-southeast1,"Jurong West, Singapore",f,1.3521,103.8198
252,asia-southeast2,"Jakarta, Indonesia",f,-6.2088,106.8456
271,me-central1,"Doha, Qatar",f,25.2854,51.5310
272,me-central2,"Dammam, Saudi Arabia",f,26.4207,50.0888
281,me-west1,"Tel Aviv, Israel",f,32.0853,34.7818
311,africa-south1,"Johannesburg, South Africa",f,26.2056,28.0337
